Z,A,Mass-Excess (MeV)
49,97,-47.01
50,97,-31.04
51,97,-11.39
52,97,9.86
24,98,257.14
25,98,221.4
26,98,184.48
27,98,152.89
28,98,120.13
29,98,93.93
30,98,66.72
31,98,44.81
32,98,21.61
33,98,3.8
34,98,-15.54
35,98,-29.4
36,98,-45.01
37,98,-54.72
38,98,-67.02
39,98,-73.03
40,98,-81.82
41,98,-83.58
42,98,-88.28
43,98,-86.81
44,98,-88.08
45,98,-83.02
46,98,-80.91
47,98,-72.54
48,98,-67.33
49,98,-53.35
50,98,-40.78
51,98,-19.43
52,98,-1.2
53,98,23.34
24,99,269.05
25,99,232.25
26,99,195.81
27,99,162.68
28,99,130.5
29,99,102.7
30,99,75.92
31,99,52.27
32,99,29.66
33,99,9.95
34,99,-8.69
35,99,-24.61
36,99,-39.4
37,99,-51.31
38,99,-62.38
39,99,-71.05
40,99,-78.53
41,99,-83.03
42,99,-86.53
43,99,-87.72
44,99,-87.66
45,99,-85.42
46,99,-81.85
47,99,-76.46
48,99,-69.67
49,99,-60.95
50,99,-47.59
51,99,-29.5
52,99,-9.62
53,99,11.97
54,99,35.08
24,100,279.42
25,100,243.08
26,100,205.55
27,100,172.97
28,100,139.23
29,100,112.06
30,100,83.68
31,100,60.53
32,100,36.17
33,100,17.11
34,100,-3.43
35,100,-18.59
36,100,-35.44
37,100,-46.46
38,100,-60.04
39,100,-67.41
40,100,-77.5
41,100,-80.62
42,100,-86.63
43,100,-86.56
44,100,-89.14
45,100,-85.52
46,100,-84.76
47,100,-77.87
48,100,-74.04
49,100,-63.7
50,100,-56.67
51,100,-36.75
52,100,-20.12
53,100,3.05
54,100,23.2
25,101,253.75
26,101,216.69
27,101,182.9
28,101,149.72
29,101,120.89
30,101,93.16
31,101,68.32
32,101,44.48
33,101,23.59
34,101,3.72
35,101,-13.42
36,101,-29.48
37,101,-42.97
38,101,-55.0
39,101,-64.96
40,101,-73.78
41,101,-79.56
42,101,-84.21
43,101,-86.92
44,101,-88.21
45,101,-87.31
46,101,-85.13
47,101,-81.11
48,101,-75.74
49,101,-68.44
50,101,-59.76
51,101,-46.18
52,101,-27.75
53,101,-7.78
54,101,13.94
24,102,301.68
25,102,264.57
26,102,226.26
27,102,193.0
28,102,158.6
29,102,130.37
30,102,100.99
31,102,76.86
32,102,51.31
33,102,31.0
34,102,9.31
35,102,-7.1
36,102,-25.15
37,102,-37.79
38,102,-52.27
39,102,-60.95
40,102,-72.31
41,102,-76.74
42,102,-84.01
43,102,-85.11
44,102,-89.15
45,102,-86.92
46,102,-87.44
47,102,-81.96
48,102,-79.45
49,102,-70.57
50,102,-64.9
51,102,-52.15
52,102,-37.56
53,102,-15.86
54,102,2.66
55,102,27.59
25,103,275.27
26,103,237.43
27,103,202.81
28,103,168.94
29,103,139.38
30,103,110.62
31,103,84.76
32,103,59.95
33,103,37.83
34,103,16.74
35,103,-1.58
36,103,-18.87
37,103,-33.57
38,103,-47.18
39,103,-58.06
40,103,-68.17
41,103,-75.21
42,103,-81.14
43,103,-84.94
44,103,-87.75
45,103,-88.13
46,103,-87.3
47,103,-84.59
48,103,-80.59
49,103,-74.63
50,103,-67.35
51,103,-57.22
52,103,-43.46
53,103,-25.99
54,103,-5.78
55,103,16.01
56,103,39.51
24,104,323.35
26,104,247.04
27,104,212.94
28,104,177.69
29,104,148.72
30,104,118.62
31,104,93.45
32,104,66.9
33,104,45.58
34,104,22.66
35,104,5.01
36,104,-14.19
37,104,-28.09
38,104,-43.76
39,104,-53.7
40,104,-66.3
41,104,-72.01
42,104,-80.51
43,104,-82.9
44,104,-88.18
45,104,-87.29
46,104,-89.06
47,104,-84.94
48,104,-83.69
49,104,-76.21
50,104,-71.83
51,104,-59.74
52,104,-50.04
53,104,-32.0
54,104,-16.32
55,104,7.09
56,104,27.45
25,105,296.26
26,105,257.96
27,105,222.82
28,105,188.1
29,105,157.64
30,105,128.15
31,105,101.55
32,105,75.71
33,105,52.58
34,105,30.47
35,105,10.9
36,105,-7.61
37,105,-23.5
38,105,-38.34
39,105,-50.72
40,105,-61.78
41,105,-70.03
42,105,-77.22
43,105,-82.24
44,105,-86.14
45,105,-87.98
46,105,-88.44
47,105,-86.99
48,105,-84.3
49,105,-79.63
50,105,-73.69
51,105,-64.36
52,105,-53.03
53,105,-39.05
54,105,-22.48
55,105,-3.75
56,105,18.19
26,106,267.34
27,106,232.72
28,106,196.93
29,106,167.05
30,106,136.07
31,106,110.14
32,106,82.87
33,106,60.5
34,106,36.58
35,106,17.88
36,106,-2.58
37,106,-17.72
38,106,-34.55
39,106,-46.06
40,106,-59.53
41,106,-66.47
42,106,-76.17
43,106,-79.81
44,106,-86.31
45,106,-86.53
46,106,-89.69
47,106,-86.88
48,106,-86.85
49,106,-80.7
50,106,-77.56
51,106,-66.52
52,106,-58.27
53,106,-43.67
54,106,-30.13
55,106,-10.23
56,106,6.92
57,106,32.01
26,107,278.22
27,107,242.41
28,107,207.14
29,107,176.09
30,107,145.7
31,107,118.2
32,107,91.62
33,107,67.73
34,107,44.6
35,107,24.0
36,107,4.43
37,107,-12.75
38,107,-28.82
39,107,-42.38
40,107,-54.95
41,107,-64.07
42,107,-72.48
43,107,-78.7
44,107,-83.84
45,107,-86.71
46,107,-88.62
47,107,-88.4
48,107,-86.98
49,107,-83.55
50,107,-78.9
51,107,-70.73
52,107,-60.98
53,107,-49.47
54,107,-35.31
55,107,-18.44
56,107,0.08
57,107,20.45
58,107,44.09
26,108,287.55
27,108,252.29
28,108,215.8
29,108,185.32
30,108,153.74
31,108,126.89
32,108,98.74
33,108,75.6
34,108,50.94
35,108,31.18
36,108,9.72
37,108,-6.53
38,108,-24.66
39,108,-37.41
40,108,-52.04
41,108,-60.18
42,108,-71.04
43,108,-75.91
44,108,-83.58
45,108,-85.04
46,108,-89.39
47,108,-87.86
48,108,-89.01
49,108,-84.16
50,108,-82.2
51,108,-72.56
52,108,-65.72
53,108,-52.63
54,108,-42.51
55,108,-24.1
56,108,-8.64
57,108,13.09
58,108,32.07
27,109,261.96
28,109,226.02
29,109,194.21
30,109,163.22
31,109,135.1
32,109,107.62
33,109,82.82
34,109,58.93
35,109,37.57
36,109,16.97
37,109,-1.24
38,109,-18.42
39,109,-33.34
40,109,-47.13
41,109,-57.68
42,109,-66.98
43,109,-74.36
44,109,-80.71
45,109,-84.76
46,109,-87.72
47,109,-88.88
48,109,-88.69
49,109,-86.46
50,109,-83.06
51,109,-76.23
52,109,-67.89
53,109,-57.78
54,109,-46.07
55,109,-31.7
56,109,-14.72
57,109,4.01
58,109,24.33
27,110,274.47
28,110,234.67
29,110,203.46
30,110,171.13
31,110,143.66
32,110,114.89
33,110,90.83
34,110,65.27
35,110,44.73
36,110,22.52
37,110,5.21
38,110,-13.93
39,110,-27.84
40,110,-43.83
41,110,-53.48
42,110,-65.16
43,110,-71.22
44,110,-80.04
45,110,-82.72
46,110,-88.23
47,110,-87.77
48,110,-90.24
49,110,-86.64
50,110,-85.85
51,110,-77.58
52,110,-72.06
53,110,-60.42
54,110,-51.67
55,110,-36.65
56,110,-22.76
57,110,-2.56
58,110,14.76
59,110,38.25
27,111,287.23
28,111,247.51
29,111,212.37
30,111,180.67
31,111,151.78
32,111,123.67
33,111,98.24
34,111,73.43
35,111,51.15
36,111,29.77
37,111,10.78
38,111,-7.44
39,111,-23.38
40,111,-38.35
41,111,-50.28
42,111,-61.04
43,111,-69.26
44,111,-76.79
45,111,-82.0
46,111,-86.15
47,111,-88.31
48,111,-89.5
49,111,-88.45
50,111,-86.25
51,111,-80.71
52,111,-73.73
53,111,-64.97
54,111,-54.68
55,111,-42.69
56,111,-28.14
57,111,-10.97
58,111,7.79
59,111,28.34
28,112,259.21
29,112,224.23
30,112,188.62
31,112,160.4
32,112,130.87
33,112,106.15
34,112,79.96
35,112,58.48
36,112,35.36
37,112,17.25
38,112,-2.66
39,112,-17.64
40,112,-34.63
41,112,-45.52
42,112,-58.55
43,112,-65.8
44,112,-75.75
45,112,-79.6
46,112,-86.25
47,112,-86.99
48,112,-90.6
49,112,-88.22
50,112,-88.55
51,112,-81.62
52,112,-77.36
53,112,-67.12
54,112,-59.69
55,112,-46.12
56,112,-35.53
57,112,-16.82
58,112,-1.06
59,112,20.86
60,112,40.01
29,113,236.19
30,113,200.75
31,113,168.59
32,113,139.74
33,113,113.52
34,113,88.06
35,113,65.12
36,113,42.81
37,113,22.89
38,113,3.87
39,113,-12.87
40,113,-28.88
41,113,-41.89
42,113,-53.86
43,113,-63.71
44,113,-72.12
45,113,-78.46
46,113,-83.78
47,113,-87.07
48,113,-89.29
49,113,-89.55
50,113,-88.54
51,113,-84.24
52,113,-78.57
53,113,-71.1
54,113,-62.19
55,113,-51.65
56,113,-39.52
57,113,-24.76
58,113,-7.43
59,113,11.64
60,113,32.17
29,114,248.41
30,114,211.7
31,114,179.77
32,114,147.02
33,114,121.53
34,114,94.57
35,114,72.4
36,114,48.62
37,114,29.55
38,114,8.72
39,114,-7.08
40,114,-24.86
41,114,-36.87
42,114,-50.96
43,114,-59.72
44,114,-70.68
45,114,-75.73
46,114,-83.5
47,114,-85.4
48,114,-90.13
49,114,-88.78
50,114,-90.38
51,114,-84.74
52,114,-81.7
53,114,-72.79
54,114,-66.75
55,114,-54.74
56,114,-45.57
57,114,-30.17
58,114,-15.88
59,114,4.66
60,114,22.38
61,114,46.11
30,115,224.2
31,115,190.92
32,115,158.43
33,115,129.02
34,115,102.8
35,115,79.04
36,115,56.05
37,115,35.44
38,115,15.48
39,115,-2.21
40,115,-19.03
41,115,-32.91
42,115,-45.99
43,115,-56.93
44,115,-66.79
45,115,-74.16
46,115,-80.65
47,115,-85.06
48,115,-88.42
49,115,-89.65
50,115,-89.97
51,115,-86.87
52,115,-82.46
53,115,-76.25
54,115,-68.83
55,115,-59.72
56,115,-49.06
57,115,-36.69
58,115,-21.76
59,115,-4.2
60,115,14.97
61,115,35.92
62,115,58.33
30,116,235.51
31,116,202.45
32,116,168.6
33,116,139.51
34,116,109.42
35,116,86.46
36,116,61.87
37,116,42.09
38,116,20.58
39,116,3.8
40,116,-14.91
41,116,-27.82
42,116,-42.77
43,116,-52.65
44,116,-64.7
45,116,-70.92
46,116,-79.96
47,116,-83.03
48,116,-88.87
49,116,-88.68
50,116,-91.38
51,116,-86.98
52,116,-85.12
53,116,-77.52
54,116,-72.82
55,116,-62.29
56,116,-54.53
57,116,-40.64
58,116,-29.63
59,116,-10.56
60,116,5.63
61,116,27.99
62,116,47.62
30,117,248.35
31,117,213.97
32,117,180.36
33,117,149.84
34,117,120.1
35,117,93.26
36,117,69.47
37,117,48.03
38,117,27.36
39,117,8.95
40,117,-8.84
41,117,-23.73
42,117,-37.7
43,117,-49.52
44,117,-60.51
45,117,-69.24
46,117,-76.6
47,117,-82.26
48,117,-86.78
49,117,-89.12
50,117,-90.42
51,117,-88.66
52,117,-85.47
53,117,-80.47
54,117,-74.36
55,117,-66.65
56,117,-57.46
57,117,-46.53
58,117,-33.99
59,117,-18.85
60,117,-1.16
61,117,18.28
62,117,39.29
30,118,260.02
31,118,225.82
32,118,190.88
33,118,160.66
34,118,129.48
35,118,103.05
36,118,75.46
37,118,54.85
38,118,32.51
39,118,14.99
40,118,-4.44
41,118,-18.39
42,118,-34.35
43,118,-45.16
44,118,-58.08
45,118,-65.71
46,118,-75.58
47,118,-79.78
48,118,-86.82
49,118,-87.79
50,118,-91.59
51,118,-88.24
52,118,-87.68
53,118,-81.33
54,118,-77.76
55,118,-68.7
56,118,-62.32
57,118,-49.93
58,118,-40.34
59,118,-24.55
60,118,-9.89
61,118,10.99
62,118,29.1
63,118,53.26
31,119,237.69
32,119,202.96
33,119,171.35
34,119,140.49
35,119,112.56
36,119,85.39
37,119,60.98
38,119,39.48
39,119,20.21
40,119,1.69
41,119,-14.0
42,119,-29.02
43,119,-41.88
44,119,-53.77
45,119,-63.41
46,119,-72.16
47,119,-78.66
48,119,-84.27
49,119,-87.8
50,119,-90.24
51,119,-89.46
52,119,-87.63
53,119,-83.81
54,119,-78.77
55,119,-72.44
56,119,-64.69
57,119,-55.18
58,119,-44.12
59,119,-31.34
60,119,-16.03
61,119,1.88
62,119,21.41
63,119,42.72
32,120,213.83
33,120,182.48
34,120,150.23
35,120,122.67
36,120,94.0
37,120,70.08
38,120,44.83
39,120,26.46
40,120,6.18
41,120,-8.61
42,120,-25.37
43,120,-37.25
44,120,-51.2
45,120,-59.78
46,120,-70.53
47,120,-75.88
48,120,-84.02
49,120,-86.07
50,120,-91.0
51,120,-88.83
52,120,-89.4
53,120,-84.27
54,120,-81.69
55,120,-73.94
56,120,-68.93
57,120,-58.02
58,120,-49.83
59,120,-35.56
60,120,-24.12
61,120,-4.73
62,120,11.85
63,120,34.53
64,120,54.53
33,121,193.51
34,121,161.55
35,121,132.53
36,121,104.27
37,121,78.77
38,121,54.04
39,121,31.91
40,121,12.53
41,121,-4.11
42,121,-19.95
43,121,-33.65
44,121,-46.61
45,121,-57.31
46,121,-66.99
47,121,-74.65
48,121,-81.14
49,121,-85.78
50,121,-89.25
51,121,-89.6
52,121,-88.8
53,121,-86.29
54,121,-82.39
55,121,-77.07
56,121,-70.73
57,121,-62.62
58,121,-53.01
59,121,-41.67
60,121,-28.73
61,121,-13.21
62,121,4.83
63,121,24.61
64,121,45.98
34,122,171.61
35,122,142.95
36,122,113.22
37,122,88.18
38,122,61.88
39,122,40.32
40,122,17.24
41,122,1.51
42,122,-16.19
43,122,-28.94
44,122,-43.72
45,122,-53.4
46,122,-65.2
47,122,-71.76
48,122,-80.56
49,122,-83.75
50,122,-89.78
51,122,-88.58
52,122,-90.29
53,122,-86.22
54,122,-84.92
55,122,-78.04
56,122,-74.35
57,122,-64.88
58,122,-58.07
59,122,-45.29
60,122,-35.27
61,122,-19.11
62,122,-4.07
63,122,17.13
64,122,35.6
65,122,60.08
34,123,183.23
35,123,153.14
36,123,123.79
37,123,97.22
38,123,71.41
39,123,48.22
40,123,25.74
41,123,6.27
42,123,-10.52
43,123,-25.2
44,123,-39.03
45,123,-50.59
46,123,-61.36
47,123,-70.1
48,123,-77.78
49,123,-83.09
50,123,-87.7
51,123,-89.05
52,123,-89.23
53,123,-87.75
54,123,-85.21
55,123,-80.71
56,123,-75.58
57,123,-68.83
58,123,-60.65
59,123,-50.73
60,123,-39.25
61,123,-26.07
62,123,-10.38
63,123,7.87
64,123,27.74
65,123,49.38
34,124,193.6
35,124,163.84
36,124,133.06
37,124,106.92
38,124,79.58
39,124,56.94
40,124,32.83
41,124,14.02
42,124,-6.51
43,124,-20.25
44,124,-36.01
45,124,-46.58
46,124,-59.25
47,124,-66.92
48,124,-76.78
49,124,-80.93
50,124,-87.89
51,124,-87.71
52,124,-90.42
53,124,-87.37
54,124,-87.27
55,124,-81.49
56,124,-78.6
57,124,-70.53
58,124,-65.07
59,124,-53.75
60,124,-45.12
61,124,-30.46
62,124,-18.59
63,124,1.12
64,124,18.06
65,124,41.05
66,124,61.39
34,125,205.5
35,125,174.35
36,125,143.92
37,125,116.3
38,125,89.41
39,125,65.18
40,125,41.64
41,125,21.16
42,125,1.31
43,125,-16.23
44,125,-31.04
45,125,-43.62
46,125,-55.28
47,125,-64.91
48,125,-73.69
49,125,-80.33
50,125,-85.65
51,125,-87.8
52,125,-89.01
53,125,-88.54
54,125,-86.9
55,125,-83.79
56,125,-79.28
57,125,-73.84
58,125,-67.05
59,125,-58.5
60,125,-48.46
61,125,-36.71
62,125,-23.35
63,125,-7.46
64,125,10.92
65,125,31.03
66,125,52.71
34,126,216.16
35,126,185.31
36,126,153.49
37,126,126.28
38,126,97.91
39,126,74.18
40,126,49.06
41,126,29.2
42,126,7.7
43,126,-9.11
44,126,-27.74
45,126,-39.34
46,126,-53.01
47,126,-61.62
48,126,-72.36
49,126,-77.88
50,126,-85.67
51,126,-86.31
52,126,-89.83
53,126,-87.82
54,126,-88.74
55,126,-83.91
56,126,-82.06
57,126,-74.99
58,126,-70.82
59,126,-60.92
60,126,-53.65
61,126,-40.47
62,126,-30.01
63,126,-13.46
64,126,1.95
65,126,23.45
66,126,42.26
67,126,67.02
35,127,196.13
36,127,164.62
37,127,135.97
38,127,108.02
39,127,82.75
40,127,58.17
41,127,36.68
42,127,15.83
43,127,-2.69
44,127,-20.56
45,127,-36.08
46,127,-48.76
47,127,-59.44
48,127,-69.14
49,127,-76.69
50,127,-83.35
51,127,-86.19
52,127,-88.23
53,127,-88.59
54,127,-87.98
55,127,-85.77
56,127,-82.5
57,127,-77.66
58,127,-72.22
59,127,-65.0
60,127,-56.37
61,127,-46.0
62,127,-34.1
63,127,-20.51
64,127,-4.45
65,127,14.13
66,127,34.32
67,127,56.26
34,128,239.26
35,128,207.33
36,128,174.49
37,128,146.2
38,128,116.81
39,128,92.03
40,128,65.9
41,128,45.01
42,128,22.54
43,128,4.73
44,128,-14.85
45,128,-29.55
46,128,-46.21
47,128,-55.86
48,128,-67.63
49,128,-74.12
50,128,-82.81
51,128,-84.4
52,128,-88.85
53,128,-87.69
54,128,-89.43
55,128,-85.66
56,128,-84.84
57,128,-78.42
58,128,-75.35
59,128,-66.84
60,128,-60.89
61,128,-49.14
62,128,-40.05
63,128,-25.0
64,128,-12.71
65,128,7.33
66,128,24.6
67,128,47.88
68,128,68.53
35,129,218.43
36,129,185.88
37,129,156.19
38,129,127.2
39,129,100.91
40,129,75.28
41,129,52.81
42,129,30.96
43,129,11.48
44,129,-7.36
45,129,-23.82
46,129,-39.63
47,129,-53.37
48,129,-64.12
49,129,-72.73
50,129,-80.34
51,129,-84.15
52,129,-86.9
53,129,-88.22
54,129,-88.46
55,129,-87.1
56,129,-84.74
57,129,-80.97
58,129,-76.18
59,129,-70.25
60,129,-62.99
61,129,-53.98
62,129,-43.49
63,129,-31.31
64,129,-17.54
65,129,-1.28
66,129,17.43
67,129,37.84
68,129,59.81
34,130,262.85
35,130,229.87
36,130,196.02
37,130,166.67
38,130,136.28
39,130,110.44
40,130,83.32
41,130,61.41
42,130,37.98
43,130,19.17
44,130,-1.33
45,130,-17.01
46,130,-34.56
47,130,-47.41
48,130,-62.31
49,130,-69.87
50,130,-79.62
51,130,-82.22
52,130,-87.17
53,130,-86.98
54,130,-89.68
55,130,-86.78
56,130,-86.81
57,130,-81.34
58,130,-78.84
59,130,-71.53
60,130,-66.84
61,130,-56.5
62,130,-48.75
63,130,-35.14
64,130,-24.24
65,130,-7.31
66,130,8.45
67,130,30.25
68,130,49.37
69,130,74.38
35,131,241.24
36,131,207.65
37,131,176.95
38,131,146.92
39,131,119.62
40,131,92.97
41,131,69.52
42,131,46.68
43,131,26.25
44,131,6.44
45,131,-10.95
46,131,-27.7
47,131,-42.33
48,131,-56.31
49,131,-68.17
50,131,-76.85
51,131,-81.53
52,131,-85.27
53,131,-87.12
54,131,-88.34
55,131,-87.95
56,131,-86.47
57,131,-83.43
58,131,-79.51
59,131,-74.42
60,131,-68.35
61,131,-60.64
62,131,-51.54
63,131,-40.73
64,131,-28.39
65,131,-14.38
66,131,2.05
67,131,20.95
68,131,41.44
69,131,63.65
34,132,286.92
35,132,252.9
36,132,218.05
37,132,187.67
38,132,156.28
39,132,129.39
40,132,101.29
41,132,78.37
42,132,54.0
43,132,34.2
44,132,12.78
45,132,-3.87
46,132,-22.31
47,132,-36.09
48,132,-51.85
49,132,-62.75
50,132,-75.82
51,132,-79.29
52,132,-85.11
53,132,-85.7
54,132,-89.18
55,132,-87.27
56,132,-88.28
57,132,-83.7
58,132,-82.06
59,132,-75.09
60,132,-71.68
61,132,-62.56
62,132,-56.1
63,132,-43.92
64,132,-34.37
65,132,-18.9
66,132,-6.19
67,132,14.15
68,132,31.76
69,132,55.3
70,132,76.25
35,133,264.53
36,133,229.92
37,133,198.21
38,133,167.16
39,133,138.86
40,133,111.19
41,133,86.78
42,133,62.96
43,133,41.58
44,133,20.82
45,133,2.51
46,133,-15.17
47,133,-30.69
48,133,-45.57
49,133,-58.28
50,133,-70.36
51,133,-78.77
52,133,-82.87
53,133,-85.83
54,133,-87.61
55,133,-88.02
56,133,-87.53
57,133,-85.49
58,133,-82.34
59,133,-77.8
60,133,-72.55
61,133,-66.15
62,133,-58.27
63,133,-48.78
64,133,-37.85
65,133,-25.22
66,133,-11.04
67,133,5.58
68,133,24.61
69,133,45.31
70,133,67.58
35,134,276.4
36,134,240.57
37,134,209.15
38,134,176.78
39,134,148.87
40,134,119.78
41,134,95.87
42,134,70.56
43,134,49.79
44,134,27.45
45,134,9.85
46,134,-9.48
47,134,-24.19
48,134,-40.8
49,134,-52.59
50,134,-66.48
51,134,-73.65
52,134,-82.37
53,134,-84.09
54,134,-88.22
55,134,-87.13
56,134,-88.94
57,134,-85.38
58,134,-84.74
59,134,-78.52
60,134,-75.26
61,134,-67.45
62,134,-62.28
63,134,-51.35
64,134,-43.1
65,134,-29.08
66,134,-17.73
67,134,-0.43
68,134,15.69
69,134,37.77
70,134,57.21
36,135,252.65
37,135,219.96
38,135,187.9
39,135,158.61
40,135,129.94
41,135,104.56
42,135,79.78
43,135,57.46
44,135,35.75
45,135,16.53
46,135,-2.07
47,135,-18.48
48,135,-34.24
49,135,-47.81
50,135,-60.74
51,135,-69.66
52,135,-77.63
53,135,-83.62
54,135,-86.51
55,135,-87.61
56,135,-87.95
57,135,-86.73
58,135,-84.59
59,135,-80.95
60,135,-76.28
61,135,-70.35
62,135,-63.8
63,135,-55.63
64,135,-45.94
65,135,-34.65
66,135,-21.89
67,135,-7.47
68,135,9.32
69,135,28.54
70,135,49.34
36,136,263.54
37,136,231.11
38,136,197.77
39,136,168.85
40,136,138.79
41,136,113.89
42,136,87.65
43,136,65.91
44,136,42.66
45,136,24.12
46,136,3.9
47,136,-11.72
48,136,-29.18
49,136,-41.85
50,136,-56.55
51,136,-64.57
52,136,-74.49
53,136,-79.49
54,136,-86.54
55,136,-86.36
56,136,-89.09
57,136,-86.37
58,136,-86.56
59,136,-81.38
60,136,-79.14
61,136,-71.46
62,136,-67.12
63,136,-57.55
64,136,-50.61
65,136,-37.86
66,136,-27.83
67,136,-11.98
68,136,1.15
69,136,21.8
70,136,39.75
37,137,242.17
38,137,209.11
39,137,178.85
40,137,149.18
41,137,122.86
42,137,97.12
43,137,73.87
44,137,51.22
45,137,31.09
46,137,11.58
47,137,-5.71
48,137,-22.36
49,137,-36.77
50,137,-50.56
51,137,-60.47
52,137,-69.47
53,137,-76.46
54,137,-82.51
55,137,-86.66
56,137,-87.7
57,137,-87.42
58,137,-86.14
59,137,-83.34
60,137,-79.59
61,137,-74.49
62,137,-68.39
63,137,-61.12
64,137,-52.77
65,137,-42.83
66,137,-31.32
67,137,-18.25
68,137,-3.68
69,137,13.31
70,137,32.67
37,138,253.53
38,138,219.22
39,138,189.3
40,138,158.29
41,138,132.42
42,138,105.25
43,138,82.55
44,138,58.41
45,138,38.92
46,138,17.83
47,138,1.29
48,138,-17.01
49,138,-30.57
50,138,-46.08
51,138,-55.12
52,138,-66.02
53,138,-72.06
54,138,-80.1
55,138,-83.21
56,138,-88.46
57,138,-86.68
58,138,-87.82
59,138,-83.51
60,138,-82.13
61,138,-75.37
62,138,-71.56
63,138,-62.77
64,138,-56.74
65,138,-45.36
66,138,-36.67
67,138,-22.11
68,138,-10.3
69,138,7.35
70,138,23.84
37,139,264.82
38,139,230.78
39,139,199.56
40,139,168.91
41,139,141.65
42,139,114.96
43,139,90.79
44,139,67.21
45,139,46.17
46,139,25.75
47,139,7.59
48,139,-9.94
49,139,-25.19
50,139,-39.82
51,139,-50.72
52,139,-60.73
53,139,-68.71
54,139,-75.78
55,139,-80.93
56,139,-85.13
57,139,-87.3
58,139,-86.97
59,139,-85.14
60,139,-82.27
61,139,-77.93
62,139,-72.71
63,139,-66.08
64,139,-58.58
65,139,-49.6
66,139,-39.45
67,139,-27.75
68,139,-14.45
69,139,0.39
70,139,17.54
38,140,241.13
39,140,210.22
40,140,178.26
41,140,151.43
42,140,123.35
43,140,99.7
44,140,74.66
45,140,54.24
46,140,32.27
47,140,14.83
48,140,-4.32
49,140,-18.75
50,140,-35.07
51,140,-45.12
52,140,-56.99
53,140,-64.05
54,140,-73.06
55,140,-77.2
56,140,-83.44
57,140,-84.52
58,140,-88.24
59,140,-84.9
60,140,-84.49
61,140,-78.63
62,140,-75.7
63,140,-67.49
64,140,-62.28
65,140,-51.8
66,140,-44.07
67,140,-30.9
68,140,-20.45
69,140,-4.09
70,140,9.48
72,140,48.56
38,141,252.89
39,141,220.72
40,141,189.1
41,141,160.92
42,141,133.28
43,141,108.2
44,141,83.7
45,141,61.76
46,141,40.44
47,141,21.4
48,141,3.0
49,141,-13.1
50,141,-28.57
51,141,-40.43
52,141,-51.44
53,141,-60.4
54,141,-68.47
55,141,-74.6
56,141,-79.82
57,141,-83.18
58,141,-85.4
59,141,-86.08
60,141,-84.19
61,141,-80.84
62,141,-76.41
63,141,-70.66
64,141,-63.76
65,141,-55.71
66,141,-46.48
67,141,-35.8
68,141,-23.87
69,141,-10.42
70,141,4.69
72,141,41.58
38,142,263.46
39,142,231.58
40,142,198.7
41,142,170.91
42,142,141.93
43,142,117.34
44,142,91.4
45,142,70.06
46,142,47.22
47,142,28.87
48,142,8.88
49,142,-6.43
50,142,-23.55
51,142,-34.6
52,142,-47.41
53,142,-55.48
54,142,-65.45
55,142,-70.61
56,142,-77.81
57,142,-80.13
58,142,-84.61
59,142,-83.96
60,142,-85.97
61,142,-81.11
62,142,-79.18
63,142,-71.79
64,142,-67.33
65,142,-57.57
66,142,-50.76
67,142,-38.56
68,142,-29.14
69,142,-14.19
70,142,-1.97
72,142,32.88
38,143,275.43
39,143,242.32
40,143,209.75
41,143,180.65
42,143,152.09
43,143,126.1
44,143,100.68
45,143,77.85
46,143,55.62
47,143,35.72
48,143,16.44
49,143,-0.49
50,143,-16.81
51,143,-29.62
52,143,-41.61
53,143,-51.53
54,143,-60.6
55,143,-67.7
56,143,-73.91
57,143,-78.26
58,143,-81.67
59,143,-83.13
60,143,-83.83
61,143,-82.84
62,143,-79.42
63,143,-74.58
64,143,-68.73
65,143,-61.34
66,143,-52.89
67,143,-43.07
68,143,-32.12
69,143,-19.75
70,143,-6.03
71,143,9.16
72,143,26.67
38,144,286.22
39,144,253.38
40,144,219.58
41,144,190.85
42,144,160.98
43,144,135.45
44,144,108.64
45,144,86.37
46,144,62.66
47,144,43.41
48,144,22.59
49,144,6.4
50,144,-11.53
51,144,-23.56
52,144,-37.31
53,144,-46.37
54,144,-57.29
55,144,-63.45
56,144,-71.6
57,144,-74.93
58,144,-80.37
59,144,-80.72
60,144,-83.71
61,144,-81.36
62,144,-81.73
63,144,-75.36
64,144,-71.93
65,144,-63.13
66,144,-57.06
67,144,-45.75
68,144,-37.26
69,144,-23.27
70,144,-12.16
71,144,4.77
72,144,18.6
39,145,264.35
40,145,230.84
41,145,200.84
42,145,171.36
43,145,144.47
44,145,118.14
45,145,94.42
46,145,71.3
47,145,50.53
48,145,30.38
49,145,12.6
50,145,-4.56
51,145,-18.31
52,145,-31.26
53,145,-42.13
54,145,-52.17
55,145,-60.23
56,145,-67.43
57,145,-72.74
58,145,-77.15
59,145,-79.76
60,145,-81.25
61,145,-81.24
62,145,-80.26
63,145,-77.66
64,145,-72.73
65,145,-66.51
66,145,-59.02
67,145,-50.14
68,145,-40.16
69,145,-28.83
70,145,-16.16
71,145,-1.87
72,145,13.65
40,146,240.89
41,146,211.24
42,146,180.48
43,146,154.04
44,146,126.34
45,146,103.16
46,146,78.59
47,146,58.44
48,146,36.78
49,146,19.72
50,146,0.98
51,146,-12.02
52,146,-26.69
53,146,-36.73
54,146,-48.58
55,146,-55.75
56,146,-64.82
57,146,-69.14
58,146,-75.53
